transaction_id,account_id,merchant_id,txn_timestamp,amount,currency,txn_type,status,last_updated_at
TXN00044846,ACC003324,MER0012,2025-07-07 02:20:09,32.35,gbp,DEPOSIT,REVERSED,2025-07-07 02:20:09
TXN00043197,ACC001523,MER0091,2025-09-12 05:18:37,12.31,usd,TRANSFER,DECLINED,2025-09-12 05:18:37
TXN00046769,ACC000909,MER0082,2025-09-05 21:17:03,51.38,NGN,purchase,PENDING,2025-09-05 21:17:03
TXN00040683,ACC003525,MER0036,2025-07-10 09:46:54,15.19,gbp,PURCHASE,DECLINED,2025-07-10 09:46:54
TXN00046232,ACC003527,MER0063,2025-07-22 03:52:28,38.84,CAD,WITHDRAWAL,REVERSED,2025-07-22 03:52:28
TXN00046777,ACC003051,MER0076,2025-09-21 13:06:04,27.79,gbp,WITHDRAWAL,POSTED,2025-09-21 13:06:04
TXN00047181,ACC003416,MER0011,2025-08-28 18:13:52,34.05,gbp,DEPOSIT,DECLINED,2025-08-28 18:13:52
TXN00041863,ACC001525,MER0075,2025-08-18 13:55:27,29.43,EUR,REFUND,PENDING,2025-08-18 13:55:27
TXN00045733,ACC001468,MER0042,2025-08-20 05:45:17,30.51,USD,PURCHASE,REVERSED,2025-08-20 05:45:17
TXN00040339,ACC001174,MER0072,2025-07-28 06:24:07,90.27,usd,TRANSFER,REVERSED,2025-07-28 06:24:07
TXN00043272,ACC001504,MER0075,2025-07-30 17:33:00,43.41,USD,WITHDRAWAL,DECLINED,2025-07-30 17:33:00
TXN00045099,ACC002337,MER0073,2025-07-31 21:30:48,14.68,usd,TRANSFER,POSTED,2025-07-31 21:30:48
TXN00040259,ACC000107,MER0057,2025-08-20 16:19:24,41.8,JPY,PURCHASE,REVERSED,2025-08-20 16:19:24
TXN00042997,ACC001150,MER0116,2025-08-28 23:21:22,18.29,GBP,REFUND,POSTED,2025-08-28 23:21:22
TXN00045100,ACC000937,MER0021,2025-07-14 11:17:09,115.19,USD,PURCHASE,POSTED,2025-07-14 11:17:09
TXN00042710,ACC002779,MER0085,2025-08-04 13:21:14,38.26,USD,purchase,PENDING,2025-08-04 13:21:14
TXN00047680,ACC002262,MER0052,2025-08-15 20:52:06,12.72,NGN,REFUND,posted,2025-08-15 20:52:06
TXN00045084,ACC001766,MER0104,2025-08-10 09:29:12,68.47,INR,WITHDRAWAL,POSTED,2025-08-10 09:29:12
TXN00011480,ACC003068,MER0034,2025-01-17 23:30:50,7.45,JPY,WITHDRAWAL,DECLINED,2025-08-13 07:19:01
TXN00045535,ACC001045,MER0014,2025-09-28 23:28:34,35.39,CAD,DEPOSIT,POSTED,2025-09-28 23:28:34
TXN00043008,ACC000144,MER0095,2025-07-20 13:49:45,3.22,JPY,purchase,posted,2025-07-20 13:49:45
TXN00046893,ACC003199,MER0095,2025-07-29 22:26:51,24.88,USD,purchase,POSTED,2025-07-29 22:26:51
TXN00008392,ACC001436,MER0019,2024-04-08 13:02:50,446.98,NGN,REFUND,POSTED,2025-07-10 11:09:08
TXN00047151,ACC002461,MER0136,2025-07-02 16:56:23,113.27,EUR,REFUND,POSTED,2025-07-02 16:56:23
TXN00045436,ACC002973,MER0017,2025-07-04 02:33:39,32.19,usd,REFUND,DECLINED,2025-07-04 02:33:39
TXN00045600,ACC000245,MER0078,2025-09-23 19:08:41,17.7,usd,TRANSFER,DECLINED,2025-09-23 19:08:41
TXN00042772,ACC000966,MER0067,2025-07-25 17:18:05,8.19,CAD,TRANSFER,POSTED,2025-07-25 17:18:05
TXN00040613,ACC003048,MER0110,2025-07-13 20:35:02,58.73,usd,REFUND,posted,2025-07-13 20:35:02
TXN00047775,ACC003540,MER0141,2025-07-17 11:04:30,40.46,EUR,REFUND,DECLINED,2025-07-17 11:04:30
TXN00047942,ACC001344,MER0034,2025-09-30 15:44:10,351.64,USD,DEPOSIT,POSTED,2025-09-30 15:44:10
TXN00043918,ACC003859,MER0147,2025-09-18 17:00:38,8.64,gbp,TRANSFER,posted,2025-09-18 17:00:38
TXN00045314,ACC003869,MER0004,2025-09-14 21:11:48,14.46,USD,WITHDRAWAL,REVERSED,2025-09-14 21:11:48
TXN00042414,ACC002849,MER0007,2025-08-25 05:30:18,38.84,GBP,PURCHASE,REVERSED,2025-08-25 05:30:18
TXN00047960,ACC002556,MER0056,2025-07-20 06:16:44,61.21,GBP,DEPOSIT,DECLINED,2025-07-20 06:16:44
TXN00044627,ACC002640,MER0033,2025-08-25 22:03:40,56.06,USD,PURCHASE,POSTED,2025-08-25 22:03:40
TXN00047919,ACC000104,MER0117,2025-07-13 15:21:04,20.06,USD,purchase,DECLINED,2025-07-13 15:21:04
TXN00046424,ACC000997,MER0018,2025-08-02 10:33:10,199.59,GBP,DEPOSIT,REVERSED,2025-08-02 10:33:10
TXN00031456,ACC000405,MER0023,2024-05-03 13:44:17,133.76,INR,PURCHASE,POSTED,2025-08-02 11:02:17
TXN00047646,ACC003940,MER0129,2025-09-23 21:39:19,2.43,INR,WITHDRAWAL,PENDING,2025-09-23 21:39:19
TXN00041952,ACC003249,MER0128,2025-07-07 11:26:40,30.99,NGN,PURCHASE,PENDING,2025-07-07 11:26:40
TXN00003728,ACC002005,MER0049,2024-01-24 09:02:01,133.76,JPY,DEPOSIT,DECLINED,2025-08-18 22:23:55
TXN00041591,ACC000951,MER0142,2025-07-30 20:27:23,23.97,CAD,REFUND,REVERSED,2025-07-30 20:27:23
TXN00040218,ACC002289,MER0114,2025-08-04 20:20:41,16.57,usd,REFUND,PENDING,2025-08-04 20:20:41
TXN00043503,ACC003280,MER0113,2025-08-13 22:20:12,12.69,usd,DEPOSIT,PENDING,2025-08-13 22:20:12
TXN00043306,ACC000423,MER0110,2025-09-04 09:10:29,52.95,GBP,WITHDRAWAL,PENDING,2025-09-04 09:10:29
TXN00043780,ACC003430,MER0085,2025-08-27 21:33:42,141.24,usd,purchase,PENDING,2025-08-27 21:33:42
TXN00043435,ACC002461,MER0114,2025-09-16 14:24:05,57.29,JPY,WITHDRAWAL,REVERSED,2025-09-16 14:24:05
TXN00040757,ACC001313,MER0002,2025-07-25 12:04:11,7.99,GBP,REFUND,posted,2025-07-25 12:04:11
TXN00042245,ACC000334,MER0036,2025-08-31 06:28:47,139.64,USD,WITHDRAWAL,DECLINED,2025-08-31 06:28:47
TXN00047867,ACC001160,MER0059,2025-08-30 13:38:18,18.89,NGN,DEPOSIT,DECLINED,2025-08-30 13:38:18
TXN00043287,ACC003105,MER0016,2025-08-02 14:54:24,17.21,JPY,REFUND,posted,2025-08-02 14:54:24
TXN00045668,ACC001267,MER0006,2025-09-18 10:26:06,17.4,gbp,TRANSFER,REVERSED,2025-09-18 10:26:06
TXN00042601,ACC002216,MER0042,2025-09-13 17:26:58,82.1,NGN,REFUND,DECLINED,2025-09-13 17:26:58
TXN00044320,ACC002614,MER0001,2025-08-24 08:24:29,10.11,INR,WITHDRAWAL,PENDING,2025-08-24 08:24:29
TXN00041437,ACC002220,MER0069,2025-07-04 06:00:31,62.18,USD,TRANSFER,DECLINED,2025-07-04 06:00:31
TXN00046440,ACC003030,MER0069,2025-08-13 08:30:10,329.55,CAD,PURCHASE,posted,2025-08-13 08:30:10
TXN00041244,ACC002424,MER0045,2025-09-19 15:22:30,8.25,NGN,WITHDRAWAL,posted,2025-09-19 15:22:30
TXN00040240,ACC001848,MER0139,2025-09-09 14:35:47,21536.69,INR,TRANSFER,REVERSED,2025-09-09 14:35:47
TXN00040928,ACC003580,MER0116,2025-08-13 05:08:55,24.3,gbp,REFUND,PENDING,2025-08-13 05:08:55
TXN00043159,ACC001150,MER0030,2025-08-06 11:31:44,24.05,CAD,TRANSFER,REVERSED,2025-08-06 11:31:44
TXN00043640,ACC000207,MER0020,2025-07-16 05:35:40,4.83,USD,WITHDRAWAL,REVERSED,2025-07-16 05:35:40
TXN00045211,ACC003434,MER0109,2025-07-29 04:02:18,2.03,CAD,DEPOSIT,DECLINED,2025-07-29 04:02:18
TXN00040853,ACC002880,MER0039,2025-07-01 21:40:46,54.7,JPY,TRANSFER,DECLINED,2025-07-01 21:40:46
TXN00046727,ACC002494,MER0060,2025-07-26 14:55:32,55.73,NGN,TRANSFER,PENDING,2025-07-26 14:55:32
TXN00043611,ACC002519,MER0098,2025-09-23 04:48:58,21.44,NGN,WITHDRAWAL,DECLINED,2025-09-23 04:48:58
TXN00029421,ACC002456,MER0112,2024-04-26 17:16:49,15485.81,INR,purchase,POSTED,2025-08-02 07:29:08
TXN00037463,ACC000129,MER0106,2024-04-18 02:29:44,38.08,JPY,WITHDRAWAL,REVERSED,2025-09-13 12:29:16
TXN00044724,ACC002383,MER0044,2025-08-14 04:59:37,20.28,GBP,purchase,posted,2025-08-14 04:59:37
TXN00044939,ACC003510,MER0015,2025-09-02 16:31:11,40.64,CAD,WITHDRAWAL,PENDING,2025-09-02 16:31:11
TXN00045496,ACC003846,MER0121,2025-09-01 02:54:55,29.58,USD,DEPOSIT,REVERSED,2025-09-01 02:54:55
TXN00040712,ACC002676,MER0084,2025-09-19 20:58:44,80.67,GBP,WITHDRAWAL,REVERSED,2025-09-19 20:58:44
TXN00046884,ACC001918,MER0147,2025-08-16 21:38:35,18.97,CAD,PURCHASE,POSTED,2025-08-16 21:38:35
TXN00044906,ACC000073,MER0091,2025-09-04 00:21:54,34.47,usd,PURCHASE,posted,2025-09-04 00:21:54
TXN00047737,ACC001456,MER0004,2025-08-11 05:43:08,35090.64,GBP,REFUND,REVERSED,2025-08-11 05:43:08
TXN00043308,ACC001583,MER9999,2025-08-24 04:25:55,53.21,EUR,PURCHASE,posted,2025-08-24 04:25:55
TXN00046278,ACC002579,MER0078,2025-08-29 07:51:56,112.23,USD,REFUND,PENDING,2025-08-29 07:51:56
TXN00020562,ACC003493,MER0006,2024-06-16 14:53:11,8.42,GBP,TRANSFER,REVERSED,2025-08-26 22:54:18
TXN00045683,ACC002033,MER0106,2025-08-26 10:52:15,9.18,GBP,DEPOSIT,DECLINED,2025-08-26 10:52:15
TXN00044769,ACC003821,MER0095,2025-08-12 02:43:47,7.42,INR,purchase,DECLINED,2025-08-12 02:43:47
TXN00043141,ACC003561,MER0057,2025-09-20 01:09:27,8.74,GBP,TRANSFER,posted,2025-09-20 01:09:27
TXN00046515,ACC000095,MER0064,2025-09-05 04:06:01,28.4,JPY,TRANSFER,posted,2025-09-05 04:06:01
TXN00044019,ACC001164,MER0102,2025-07-25 08:51:15,15.1,USD,purchase,REVERSED,2025-07-25 08:51:15
TXN00042727,ACC001954,MER0108,2025-09-20 07:57:28,13.99,USD,PURCHASE,posted,2025-09-20 07:57:28
TXN00040444,ACC002258,MER0041,2025-07-31 21:24:12,161.57,USD,TRANSFER,posted,2025-07-31 21:24:12
TXN00046423,ACC000212,MER0019,2025-07-11 11:03:20,2.09,NGN,REFUND,PENDING,2025-07-11 11:03:20
TXN00040157,ACC000473,MER0128,2025-07-01 22:28:33,141.95,USD,DEPOSIT,DECLINED,2025-07-01 22:28:33
TXN00046166,ACC002058,MER0034,2025-08-22 00:35:26,34.42,usd,WITHDRAWAL,POSTED,2025-08-22 00:35:26
TXN00045780,ACC003597,MER0103,2025-08-16 15:11:54,33.76,EUR,PURCHASE,DECLINED,2025-08-16 15:11:54
TXN00046005,ACC003520,MER0082,2025-08-02 12:35:58,99.85,NGN,WITHDRAWAL,REVERSED,2025-08-02 12:35:58
TXN00046890,ACC000143,MER0119,2025-07-18 07:03:31,9.46,usd,PURCHASE,REVERSED,2025-07-18 07:03:31
TXN00042263,ACC000496,MER0041,2025-07-04 11:11:53,23.36,gbp,REFUND,POSTED,2025-07-04 11:11:53
TXN00043260,ACC001918,MER0139,2025-09-25 05:22:56,7.1,INR,purchase,POSTED,2025-09-25 05:22:56
TXN00040637,ACC002983,MER0134,2025-08-02 06:37:00,73.7,USD,PURCHASE,DECLINED,2025-08-02 06:37:00
TXN00040252,ACC001770,MER0079,2025-08-29 06:04:51,33.42,gbp,DEPOSIT,REVERSED,2025-08-29 06:04:51
TXN00041718,ACC002223,MER0140,2025-07-16 06:00:52,12.85,GBP,REFUND,PENDING,2025-07-16 06:00:52
TXN00047135,ACC000116,MER0129,2025-07-07 16:57:12,20.12,gbp,WITHDRAWAL,PENDING,2025-07-07 16:57:12
TXN00043179,ACC003733,MER0076,2025-07-17 01:37:55,32.03,gbp,purchase,posted,2025-07-17 01:37:55
TXN00046694,ACC001581,MER0133,2025-09-27 08:52:45,45.12,NGN,PURCHASE,POSTED,2025-09-27 08:52:45
TXN00047015,ACC000134,MER0136,2025-08-11 22:44:27,14.73,USD,purchase,PENDING,2025-08-11 22:44:27
TXN00040760,ACC003158,MER0150,2025-08-29 11:58:06,7.21,CAD,purchase,POSTED,2025-08-29 11:58:06
TXN00046478,ACC000216,MER0054,2025-09-30 00:48:43,85.75,NGN,PURCHASE,POSTED,2025-09-30 00:48:43
TXN00040602,ACC001249,MER0084,2025-07-10 12:55:07,84.24,EUR,WITHDRAWAL,REVERSED,2025-07-10 12:55:07
TXN00042459,ACC002438,MER0094,2025-09-11 19:56:11,45.68,gbp,DEPOSIT,POSTED,2025-09-11 19:56:11
TXN00041250,ACC000117,MER0128,2025-08-01 08:34:54,12.9,EUR,REFUND,DECLINED,2025-08-01 08:34:54
TXN00043820,ACC003794,MER0050,2025-08-11 16:59:12,38.15,JPY,TRANSFER,POSTED,2025-08-11 16:59:12
TXN00040634,ACC002064,MER0020,2025-07-06 03:16:58,18314.06,GBP,purchase,DECLINED,2025-07-06 03:16:58
TXN00040022,ACC001151,MER0131,2025-08-19 01:33:31,61.95,CAD,PURCHASE,DECLINED,2025-08-19 01:33:31
TXN00046498,ACC000296,MER0036,2025-07-04 09:41:52,6.6,INR,DEPOSIT,POSTED,2025-07-04 09:41:52
TXN00043048,ACC002390,MER0087,2025-09-03 08:30:55,9.6,usd,purchase,DECLINED,2025-09-03 08:30:55
TXN00044179,ACC003638,MER0056,2025-07-08 12:32:17,43.78,EUR,REFUND,PENDING,2025-07-08 12:32:17
TXN00042456,ACC002667,MER0125,2025-08-13 23:06:47,9.44,INR,TRANSFER,REVERSED,2025-08-13 23:06:47
TXN00042994,ACC000709,MER0076,2025-08-24 19:01:08,17211.3,GBP,DEPOSIT,DECLINED,2025-08-24 19:01:08
TXN00046941,ACC001751,MER0125,2025-09-19 21:40:13,24.52,EUR,purchase,PENDING,2025-09-19 21:40:13
TXN00042137,ACC000208,MER0039,2025-07-14 01:48:33,11.19,INR,PURCHASE,posted,2025-07-14 01:48:33
TXN00045584,ACC002228,MER0066,2025-07-02 11:27:23,109.68,usd,REFUND,posted,2025-07-02 11:27:23
TXN00046002,ACC000938,MER0069,2025-07-26 06:18:02,46.82,CAD,TRANSFER,POSTED,2025-07-26 06:18:02
TXN00042814,ACC003569,MER0049,2025-09-24 17:07:09,30.32,INR,purchase,posted,2025-09-24 17:07:09
TXN00029965,ACC001554,MER0060,2024-01-23 01:44:46,80.6,gbp,TRANSFER,REVERSED,2025-09-26 13:59:12
TXN00045470,ACC001750,MER0053,2025-09-27 02:50:34,35.96,GBP,purchase,POSTED,2025-09-27 02:50:34
TXN00043343,ACC000395,MER0034,2025-07-13 00:44:41,37.35,INR,PURCHASE,POSTED,2025-07-13 00:44:41
TXN00047522,ACC003182,MER0048,2025-07-01 00:23:13,24.8,USD,PURCHASE,DECLINED,2025-07-01 00:23:13
TXN00041049,ACC002737,MER0147,2025-07-17 14:37:12,5.65,usd,TRANSFER,POSTED,2025-07-17 14:37:12
TXN00046089,ACC003698,MER0012,2025-09-15 15:30:04,14.97,GBP,DEPOSIT,DECLINED,2025-09-15 15:30:04
TXN00043901,ACC001387,MER0139,2025-07-07 00:25:45,23136.77,JPY,DEPOSIT,posted,2025-07-07 00:25:45
TXN00042609,ACC000348,MER0142,2025-07-18 18:25:37,4.45,usd,purchase,REVERSED,2025-07-18 18:25:37
TXN00043441,ACC000299,MER0030,2025-08-23 20:58:54,198.44,USD,DEPOSIT,PENDING,2025-08-23 20:58:54
TXN00041402,ACC000917,MER0095,2025-08-18 04:49:51,15.22,NGN,REFUND,REVERSED,2025-08-18 04:49:51
TXN00024670,ACC003131,MER0007,2025-01-11 00:38:44,270.36,USD,REFUND,DECLINED,2025-09-06 12:43:59
TXN00041976,ACC003172,MER0095,2025-07-12 12:14:36,145.96,EUR,REFUND,REVERSED,2025-07-12 12:14:36
TXN00047733,ACC000129,MER0085,2025-09-11 01:29:15,7.76,USD,DEPOSIT,POSTED,2025-09-11 01:29:15
TXN00041011,ACC001143,MER0067,2025-08-16 01:30:20,194.5,NGN,REFUND,DECLINED,2025-08-16 01:30:20
TXN00047234,ACC002368,MER0039,2025-08-26 21:51:05,18.42,CAD,REFUND,posted,2025-08-26 21:51:05
TXN00045415,ACC001268,MER0069,2025-07-21 19:09:34,31.45,NGN,REFUND,REVERSED,2025-07-21 19:09:34
TXN00046900,ACC003900,MER0046,2025-09-05 04:15:42,21.3,GBP,REFUND,posted,2025-09-05 04:15:42
TXN00046034,ACC002039,MER0052,2025-07-06 13:48:22,2.95,EUR,PURCHASE,PENDING,2025-07-06 13:48:22
TXN00047160,ACC001192,MER0005,2025-07-16 18:49:35,15.0,NGN,TRANSFER,DECLINED,2025-07-16 18:49:35
TXN00005682,ACC002140,MER0140,2024-05-14 00:19:13,29.96,GBP,PURCHASE,REVERSED,2025-08-22 10:20:49
TXN00042825,ACC003106,MER0020,2025-07-27 01:08:40,27.76,GBP,purchase,posted,2025-07-27 01:08:40
TXN00042649,ACC003771,MER0060,2025-08-13 03:58:47,4.94,USD,REFUND,POSTED,2025-08-13 03:58:47
TXN00040097,ACC003358,MER0080,2025-07-15 16:49:54,6.52,EUR,purchase,POSTED,2025-07-15 16:49:54
TXN00046619,ACC002059,MER0100,2025-08-21 09:41:36,11.08,INR,TRANSFER,posted,2025-08-21 09:41:36
TXN00043223,ACC000826,MER0023,2025-07-05 18:26:23,83.31,JPY,TRANSFER,POSTED,2025-07-05 18:26:23
TXN00045817,ACC003909,MER9999,2025-09-28 10:22:46,56.37,EUR,purchase,posted,2025-09-28 10:22:46
TXN00044943,ACC000506,MER0085,2025-08-19 09:08:07,64.77,USD,REFUND,DECLINED,2025-08-19 09:08:07
TXN00040268,ACC000618,MER0095,2025-08-16 11:03:40,22.67,NGN,WITHDRAWAL,DECLINED,2025-08-16 11:03:40
TXN00042173,ACC001117,MER0104,2025-08-09 04:51:27,13.64,NGN,REFUND,DECLINED,2025-08-09 04:51:27
TXN00043807,ACC002959,MER0101,2025-09-15 08:05:47,36.51,USD,REFUND,REVERSED,2025-09-15 08:05:47
TXN00040501,ACC002431,MER0019,2025-07-07 08:36:31,30.71,NGN,purchase,PENDING,2025-07-07 08:36:31
TXN00046154,ACC001184,MER0035,2025-08-24 21:47:26,115.75,JPY,purchase,REVERSED,2025-08-24 21:47:26
TXN00042639,ACC001600,MER0028,2025-09-17 11:13:06,52.17,JPY,TRANSFER,POSTED,2025-09-17 11:13:06
TXN00046877,ACC002670,MER0097,2025-09-21 22:36:20,14.32,JPY,DEPOSIT,POSTED,2025-09-21 22:36:20
TXN00046679,ACC000792,MER0109,2025-07-11 19:38:24,24.59,USD,DEPOSIT,posted,2025-07-11 19:38:24
TXN00047423,ACC003855,MER0115,2025-07-29 23:53:54,27.19,NGN,WITHDRAWAL,POSTED,2025-07-29 23:53:54
TXN00042215,ACC001725,MER0010,2025-07-09 17:56:06,27.59,GBP,PURCHASE,DECLINED,2025-07-09 17:56:06
TXN00041238,ACC001203,MER0088,2025-09-17 07:41:49,9.37,gbp,TRANSFER,POSTED,2025-09-17 07:41:49
TXN00041723,ACC000366,MER0146,2025-09-14 17:09:13,12392.75,JPY,TRANSFER,POSTED,2025-09-14 17:09:13
TXN00043224,ACC000876,MER0011,2025-08-28 10:10:19,27.77,EUR,TRANSFER,posted,2025-08-28 10:10:19
TXN00042575,ACC002658,MER0146,2025-09-04 18:56:26,15.57,INR,WITHDRAWAL,POSTED,2025-09-04 18:56:26
TXN00047307,ACC000591,MER0139,2025-07-16 11:13:53,8.7,EUR,purchase,posted,2025-07-16 11:13:53
TXN00046274,ACC000233,MER0149,2025-08-28 20:51:29,17909.62,USD,PURCHASE,POSTED,2025-08-28 20:51:29
TXN00042985,ACC002132,MER0074,2025-07-24 18:19:30,35.59,CAD,WITHDRAWAL,posted,2025-07-24 18:19:30
TXN00014457,ACC003412,MER0141,2025-01-02 14:12:51,59.33,usd,REFUND,DECLINED,2025-09-30 09:38:25
TXN00047883,ACC001884,MER0133,2025-09-14 02:14:48,25.19,INR,TRANSFER,REVERSED,2025-09-14 02:14:48
TXN00040229,ACC002453,MER0083,2025-08-20 11:32:51,58.14,usd,WITHDRAWAL,PENDING,2025-08-20 11:32:51
TXN00042728,ACC002796,MER0030,2025-08-23 22:01:23,6.24,usd,purchase,REVERSED,2025-08-23 22:01:23
TXN00046161,ACC003703,MER0110,2025-08-16 13:58:40,22.46,EUR,purchase,DECLINED,2025-08-16 13:58:40
TXN00031737,ACC000596,MER0123,2025-04-20 12:38:31,17.86,JPY,REFUND,POSTED,2025-08-05 05:51:45
TXN00010690,ACC003507,MER0030,2024-03-18 13:06:26,13.86,NGN,DEPOSIT,REVERSED,2025-08-16 06:30:08
TXN00041607,ACC000409,MER0031,2025-09-17 20:57:33,13.13,INR,REFUND,DECLINED,2025-09-17 20:57:33
TXN00041268,ACC002659,MER0128,2025-09-19 15:25:11,40.44,JPY,PURCHASE,DECLINED,2025-09-19 15:25:11
TXN00046448,ACC001962,MER0115,2025-08-04 12:42:57,8.44,gbp,purchase,PENDING,2025-08-04 12:42:57
TXN00040475,ACC000672,MER0072,2025-07-25 10:45:14,198.41,EUR,purchase,POSTED,2025-07-25 10:45:14
TXN00045448,ACC003653,MER0020,2025-09-16 13:24:32,21.7,INR,purchase,REVERSED,2025-09-16 13:24:32
TXN00046381,ACC000114,MER0137,2025-07-15 08:46:03,39536.08,gbp,TRANSFER,PENDING,2025-07-15 08:46:03
TXN00040004,ACC003288,MER0005,2025-09-24 06:29:35,30.05,GBP,WITHDRAWAL,PENDING,2025-09-24 06:29:35
TXN00044277,ACC003659,MER0118,2025-08-28 01:54:42,11.17,USD,PURCHASE,REVERSED,2025-08-28 01:54:42
TXN00043763,ACC001053,MER0008,2025-08-17 10:32:29,11.69,CAD,WITHDRAWAL,posted,2025-08-17 10:32:29
TXN00041130,ACC001426,MER0058,2025-07-19 15:10:01,4.97,GBP,DEPOSIT,POSTED,2025-07-19 15:10:01
TXN00044408,ACC001771,MER0141,2025-07-28 12:03:30,7.88,NGN,WITHDRAWAL,REVERSED,2025-07-28 12:03:30
TXN00042821,ACC002557,MER0085,2025-07-09 21:40:54,22.1,GBP,purchase,DECLINED,2025-07-09 21:40:54
TXN00044072,ACC002973,MER0014,2025-09-04 16:19:51,5.53,JPY,PURCHASE,DECLINED,2025-09-04 16:19:51
TXN00045499,ACC002138,MER0004,2025-08-10 03:49:04,6.56,CAD,DEPOSIT,posted,2025-08-10 03:49:04
TXN00045624,ACC003891,MER0142,2025-09-17 16:02:50,11.01,GBP,PURCHASE,PENDING,2025-09-17 16:02:50
TXN00047422,ACC000204,MER0072,2025-09-18 11:18:54,117.05,CAD,REFUND,PENDING,2025-09-18 11:18:54
TXN00043669,ACC003842,MER0071,2025-09-05 02:37:18,65.62,JPY,TRANSFER,PENDING,2025-09-05 02:37:18
TXN00047107,ACC000939,MER0110,2025-07-16 08:31:43,45.86,usd,TRANSFER,REVERSED,2025-07-16 08:31:43
TXN00043892,ACC002624,MER0062,2025-07-04 10:39:16,18.97,NGN,PURCHASE,REVERSED,2025-07-04 10:39:16
TXN00045884,ACC002287,MER0083,2025-08-05 02:16:35,21.78,EUR,purchase,POSTED,2025-08-05 02:16:35
TXN00045301,ACC001703,MER0032,2025-09-16 15:28:51,11.94,CAD,WITHDRAWAL,REVERSED,2025-09-16 15:28:51
TXN00044597,ACC002189,MER0023,2025-09-15 18:00:00,22.96,USD,PURCHASE,PENDING,2025-09-15 18:00:00
TXN00043317,ACC000835,MER0084,2025-08-24 14:04:27,63.6,JPY,purchase,POSTED,2025-08-24 14:04:27
TXN00046241,ACC002184,MER0142,2025-09-17 00:33:26,15781.47,GBP,REFUND,REVERSED,2025-09-17 00:33:26
TXN00044559,ACC000154,MER0074,2025-09-23 19:14:30,105.0,EUR,purchase,POSTED,2025-09-23 19:14:30
TXN00042093,ACC001438,MER0113,2025-07-13 13:54:54,13.45,gbp,TRANSFER,POSTED,2025-07-13 13:54:54
TXN00043303,ACC000430,MER0058,2025-09-29 20:16:03,131.49,usd,DEPOSIT,DECLINED,2025-09-29 20:16:03
TXN00042610,ACC001762,MER0058,2025-08-15 00:18:22,85.83,gbp,REFUND,posted,2025-08-15 00:18:22
TXN00046623,ACC002957,MER0037,2025-09-12 04:19:06,141.32,INR,WITHDRAWAL,PENDING,2025-09-12 04:19:06
TXN00043857,ACC000643,MER0004,2025-07-23 21:37:23,143.81,CAD,TRANSFER,POSTED,2025-07-23 21:37:23
TXN00040827,ACC001449,MER0055,2025-08-16 19:02:56,8.09,CAD,purchase,POSTED,2025-08-16 19:02:56
TXN00046453,ACC000545,MER0008,2025-08-16 21:49:11,67.08,gbp,TRANSFER,REVERSED,2025-08-16 21:49:11
TXN00045858,ACC002226,MER0045,2025-07-21 18:05:02,26.5,EUR,purchase,posted,2025-07-21 18:05:02
TXN00044997,ACC002227,MER0113,2025-08-17 05:49:51,124.11,JPY,WITHDRAWAL,posted,2025-08-17 05:49:51
