transaction_id,account_id,merchant_id,txn_timestamp,amount,currency,txn_type,status,last_updated_at
TXN00000065,ACC000024,MER0149,2024-08-11 16:19:08,20.0,EUR,REFUND,DECLINED,2024-08-11 16:19:08
TXN00000066,ACC003549,MER0033,2024-09-10 23:33:17,3.14,INR,TRANSFER,DECLINED,2024-09-10 23:33:17
TXN00000067,ACC000090,MER0150,2024-05-19 06:49:30,11.65,GBP,WITHDRAWAL,PENDING,2024-05-19 06:49:30
TXN00000068,ACC003559,MER0096,2024-04-17 13:30:39,30.08,USD,purchase,posted,2024-04-17 13:30:39
TXN00000069,ACC003511,MER0002,2024-06-01 03:32:05,23.87,gbp,WITHDRAWAL,DECLINED,2024-06-01 03:32:05
TXN00000070,ACC003540,MER0014,2025-03-16 14:04:37,76.43,INR,PURCHASE,posted,2025-03-16 14:04:37
TXN00000071,ACC001855,MER0037,2024-06-27 18:50:00,26.1,GBP,purchase,DECLINED,2024-06-27 18:50:00
TXN00000072,ACC001298,MER0102,2025-05-16 01:40:43,37.65,INR,TRANSFER,DECLINED,2025-05-16 01:40:43
TXN00000073,ACC000576,MER0134,2024-01-10 03:02:57,19.59,NGN,purchase,POSTED,2024-01-10 03:02:57
TXN00000074,ACC002062,MER0033,2024-03-28 15:11:13,58.06,NGN,WITHDRAWAL,REVERSED,2024-03-28 15:11:13
TXN00000075,ACC001849,MER0098,2024-06-07 02:15:54,56.06,USD,REFUND,posted,2024-06-07 02:15:54
TXN00000076,ACC002614,MER0053,2025-06-20 23:28:16,12.86,NGN,PURCHASE,PENDING,2025-06-20 23:28:16
TXN00000077,ACC001782,MER0035,2025-05-12 04:36:29,32.52,USD,REFUND,PENDING,2025-05-12 04:36:29
TXN00000078,ACC003552,MER0067,2024-11-21 16:26:23,37.65,CAD,PURCHASE,REVERSED,2024-11-21 16:26:23
TXN00000079,ACC000450,MER0136,2024-06-16 02:40:03,71.02,USD,REFUND,POSTED,2024-06-16 02:40:03
TXN00000080,ACC003103,MER0010,2024-06-17 08:16:22,69.62,gbp,WITHDRAWAL,POSTED,2024-06-17 08:16:22
TXN00000081,ACC001662,MER0131,2024-02-17 13:48:13,15.49,CAD,PURCHASE,posted,2024-02-17 13:48:13
TXN00000082,ACC002110,MER0123,2024-09-13 10:51:57,32.54,gbp,TRANSFER,PENDING,2024-09-13 10:51:57
TXN00000083,ACC000050,MER0104,2024-09-30 14:40:10,5.35,JPY,WITHDRAWAL,DECLINED,2024-09-30 14:40:10
TXN00000084,ACC002249,MER0024,2024-08-06 21:44:01,21.49,USD,purchase,DECLINED,2024-08-06 21:44:01
TXN00000085,ACC002289,MER0053,2025-05-25 08:26:53,119.83,INR,DEPOSIT,POSTED,2025-05-25 08:26:53
TXN00000086,ACC001738,MER0133,2024-12-04 14:21:04,0.73,NGN,PURCHASE,POSTED,2024-12-04 14:21:04
TXN00000087,ACC001460,MER0134,2025-03-17 18:16:21,66.87,GBP,DEPOSIT,posted,2025-03-17 18:16:21
TXN00000088,ACC001315,MER0086,2024-05-04 03:28:21,23.42,JPY,purchase,PENDING,2024-05-04 03:28:21
TXN00000089,ACC001425,MER0113,2024-05-27 06:14:17,32.8,EUR,REFUND,PENDING,2024-05-27 06:14:17
TXN00000090,ACC002688,MER0131,2024-07-10 18:48:20,12.76,EUR,WITHDRAWAL,posted,2024-07-10 18:48:20
TXN00000091,ACC003182,MER0086,2024-10-28 06:54:41,6.89,JPY,PURCHASE,POSTED,2024-10-28 06:54:41
TXN00000092,ACC003560,MER0052,2025-06-13 04:42:54,18.83,USD,purchase,REVERSED,2025-06-13 04:42:54
TXN00000093,ACC001962,MER0111,2024-09-21 20:11:09,100.13,JPY,DEPOSIT,posted,2024-09-21 20:11:09
TXN00000094,ACC002909,MER0082,2024-07-17 02:24:25,97.28,EUR,REFUND,PENDING,2024-07-17 02:24:25
TXN00000095,ACC003856,MER0138,2024-08-20 21:07:42,38.88,INR,purchase,POSTED,2024-08-20 21:07:42
TXN00000096,ACC002929,MER0124,2025-05-11 06:07:08,99.04,INR,TRANSFER,DECLINED,2025-05-11 06:07:08
TXN00000097,ACC001307,MER0124,2024-03-31 01:31:56,49.08,JPY,TRANSFER,posted,2024-03-31 01:31:56
TXN00000098,ACC000340,MER0013,2024-01-01 20:26:38,5.56,EUR,DEPOSIT,PENDING,2024-01-01 20:26:38
TXN00000099,ACC003640,MER0014,2024-04-19 08:55:52,46.83,CAD,DEPOSIT,DECLINED,2024-04-19 08:55:52
TXN00000100,ACC002916,MER0031,2025-06-21 06:57:35,553.68,INR,PURCHASE,DECLINED,2025-06-21 06:57:35
TXN00000101,ACC001650,MER0105,2024-10-10 07:42:16,14.27,gbp,PURCHASE,REVERSED,2024-10-10 07:42:16
TXN00000102,ACC000798,MER0069,2025-04-18 08:02:21,5.01,USD,PURCHASE,REVERSED,2025-04-18 08:02:21
TXN00000103,ACC000804,MER0052,2024-10-11 18:46:02,11.15,EUR,purchase,POSTED,2024-10-11 18:46:02
TXN00000104,ACC001483,MER0123,2025-03-26 01:49:54,49.85,GBP,TRANSFER,POSTED,2025-03-26 01:49:54
TXN00000105,ACC000339,MER0085,2024-03-29 13:26:35,91.63,USD,DEPOSIT,POSTED,2024-03-29 13:26:35
TXN00000106,ACC000134,MER0090,2024-02-04 01:32:21,20.96,JPY,REFUND,posted,2024-02-04 01:32:21
TXN00000107,ACC001867,MER0053,2025-06-03 22:58:47,22.45,GBP,WITHDRAWAL,PENDING,2025-06-03 22:58:47
TXN00000108,ACC000366,MER0028,2025-01-29 06:21:05,8.26,gbp,REFUND,DECLINED,2025-01-29 06:21:05
TXN00000109,ACC003672,MER0106,2025-01-01 14:35:58,65.07,NGN,WITHDRAWAL,posted,2025-01-01 14:35:58
TXN00000110,ACC001495,MER0133,2024-04-30 23:41:41,67.41,EUR,WITHDRAWAL,DECLINED,2024-04-30 23:41:41
TXN00000111,ACC000682,MER0128,2025-02-22 10:34:53,128.8,EUR,WITHDRAWAL,POSTED,2025-02-22 10:34:53
TXN00000112,ACC002695,MER0140,2024-01-31 14:25:34,94.21,NGN,DEPOSIT,POSTED,2024-01-31 14:25:34
TXN00000113,ACC001310,MER0007,2024-03-08 01:52:48,224.12,JPY,WITHDRAWAL,PENDING,2024-03-08 01:52:48
TXN00000114,ACC003910,MER0015,2024-06-10 22:11:24,24.3,GBP,purchase,PENDING,2024-06-10 22:11:24
TXN00000115,ACC002920,MER0052,2024-11-22 20:26:25,85.58,USD,PURCHASE,POSTED,2024-11-22 20:26:25
TXN00000116,ACC002438,MER0017,2024-02-14 04:01:46,35.02,JPY,TRANSFER,REVERSED,2024-02-14 04:01:46
TXN00000117,ACC003375,MER0012,2024-03-29 12:19:55,57.18,EUR,REFUND,posted,2024-03-29 12:19:55
TXN00000118,ACC003608,MER0047,2024-09-17 22:02:44,13.09,USD,REFUND,posted,2024-09-17 22:02:44
TXN00000119,ACC001709,MER0063,2024-02-08 08:18:13,70.93,NGN,TRANSFER,posted,2024-02-08 08:18:13
TXN00000120,ACC000274,MER0147,2025-02-18 14:33:32,43.66,gbp,TRANSFER,PENDING,2025-02-18 14:33:32
TXN00000121,ACC000831,MER0129,2024-12-21 17:42:40,37.47,gbp,purchase,POSTED,2024-12-21 17:42:40
TXN00000122,ACC002734,MER0060,2025-03-09 04:16:23,8.81,INR,TRANSFER,PENDING,2025-03-09 04:16:23
TXN00000123,ACC001990,MER0026,2025-05-18 00:51:45,50.67,JPY,TRANSFER,DECLINED,2025-05-18 00:51:45
TXN00000124,ACC003320,MER0105,2024-11-05 05:39:09,5.44,GBP,TRANSFER,REVERSED,2024-11-05 05:39:09
TXN00000125,ACC002985,MER0042,2025-02-12 12:41:27,33.87,INR,TRANSFER,posted,2025-02-12 12:41:27
TXN00000126,ACC002109,MER0132,2025-04-04 22:00:05,19.1,USD,REFUND,posted,2025-04-04 22:00:05
TXN00000127,ACC003347,MER0048,2024-12-13 14:52:01,6.73,JPY,DEPOSIT,REVERSED,2024-12-13 14:52:01
TXN00000128,ACC001900,MER0150,2025-06-09 01:08:55,29.44,GBP,WITHDRAWAL,REVERSED,2025-06-09 01:08:55
TXN00000129,ACC001968,MER0112,2025-02-19 21:42:35,10.15,CAD,REFUND,DECLINED,2025-02-19 21:42:35
TXN00000130,ACC002282,MER0137,2024-10-22 07:06:17,27.49,USD,WITHDRAWAL,POSTED,2024-10-22 07:06:17
TXN00000131,ACC003168,MER0100,2024-02-26 06:22:35,79.37,CAD,TRANSFER,REVERSED,2024-02-26 06:22:35
TXN00000132,ACC001444,MER0090,2025-03-28 14:32:43,691.62,usd,REFUND,REVERSED,2025-03-28 14:32:43
TXN00000133,ACC003576,MER0012,2024-12-08 20:18:52,25.8,USD,DEPOSIT,REVERSED,2024-12-08 20:18:52
TXN00000134,ACC002142,MER0144,2024-05-22 15:13:01,40.15,INR,WITHDRAWAL,DECLINED,2024-05-22 15:13:01
TXN00000135,ACC002416,MER0032,2024-02-08 16:08:35,80.65,usd,DEPOSIT,posted,2024-02-08 16:08:35
TXN00000136,ACC003423,MER0127,2024-09-21 00:06:34,4.62,gbp,purchase,REVERSED,2024-09-21 00:06:34
TXN00000137,ACC000743,MER0049,2024-01-18 19:57:46,37.04,NGN,REFUND,posted,2024-01-18 19:57:46
TXN00000138,ACC003852,MER0067,2024-04-02 11:33:19,24.44,EUR,TRANSFER,DECLINED,2024-04-02 11:33:19
TXN00000139,ACC000980,MER0074,2024-04-17 21:08:59,70.01,USD,DEPOSIT,PENDING,2024-04-17 21:08:59
TXN00000140,ACC003124,MER0101,2025-01-19 08:04:43,157.46,CAD,TRANSFER,DECLINED,2025-01-19 08:04:43
TXN00000141,ACC003232,MER0078,2024-07-17 14:49:13,2.38,gbp,WITHDRAWAL,posted,2024-07-17 14:49:13
TXN00000142,ACC001758,MER0138,2024-07-16 14:05:50,6.53,NGN,WITHDRAWAL,REVERSED,2024-07-16 14:05:50
TXN00000143,ACC003222,MER0059,2024-06-03 06:40:08,102.02,CAD,DEPOSIT,REVERSED,2024-06-03 06:40:08
TXN00000144,ACC000985,MER0118,2024-11-29 04:23:06,89.15,INR,WITHDRAWAL,REVERSED,2024-11-29 04:23:06
TXN00000145,ACC002495,MER0041,2024-12-31 20:04:04,24252.56,NGN,REFUND,REVERSED,2024-12-31 20:04:04
TXN00000146,ACC003569,MER0111,2024-06-18 16:04:25,36.66,CAD,REFUND,POSTED,2024-06-18 16:04:25
TXN00000147,ACC003276,MER0009,2024-10-03 12:54:00,45.1,EUR,REFUND,PENDING,2024-10-03 12:54:00
TXN00000148,ACC003760,MER0051,2024-11-07 09:11:16,21.97,USD,DEPOSIT,DECLINED,2024-11-07 09:11:16
TXN00000149,ACC001105,MER0089,2024-12-13 01:38:15,119.93,USD,purchase,REVERSED,2024-12-13 01:38:15
TXN00000150,ACC001439,MER0010,2024-01-23 04:43:13,5.2,EUR,DEPOSIT,POSTED,2024-01-23 04:43:13
TXN00000151,ACC001407,MER0017,2024-08-20 22:29:31,29.1,EUR,TRANSFER,REVERSED,2024-08-20 22:29:31
TXN00000152,ACC003377,MER0126,2024-07-24 16:39:47,74.94,CAD,purchase,POSTED,2024-07-24 16:39:47
TXN00000153,ACC000120,MER0043,2024-03-19 02:46:03,11.46,NGN,WITHDRAWAL,posted,2024-03-19 02:46:03
TXN00000154,ACC002768,MER0047,2024-12-23 20:25:34,7.61,CAD,PURCHASE,POSTED,2024-12-23 20:25:34
TXN00000155,ACC002929,MER0090,2025-02-10 16:06:01,12.86,gbp,WITHDRAWAL,POSTED,2025-02-10 16:06:01
TXN00000156,ACC002473,MER0021,2024-07-20 14:15:07,21.43,GBP,WITHDRAWAL,POSTED,2024-07-20 14:15:07
TXN00000157,ACC003395,MER0057,2024-03-01 21:20:29,72.99,INR,DEPOSIT,POSTED,2024-03-01 21:20:29
TXN00000158,ACC001812,MER0025,2024-11-20 13:49:46,20.11,EUR,PURCHASE,PENDING,2024-11-20 13:49:46
TXN00000159,ACC003562,MER0109,2025-01-04 10:20:34,14.57,gbp,PURCHASE,posted,2025-01-04 10:20:34
TXN00000160,ACC003210,MER0101,2024-11-25 13:48:14,14.6,EUR,PURCHASE,REVERSED,2024-11-25 13:48:14
TXN00000161,ACC002472,MER0062,2025-04-27 16:24:40,20.34,USD,purchase,REVERSED,2025-04-27 16:24:40
TXN00000162,ACC000134,MER0139,2025-04-09 06:10:32,82.06,EUR,purchase,DECLINED,2025-04-09 06:10:32
TXN00000163,ACC003921,MER0129,2024-12-08 07:29:22,27.99,CAD,PURCHASE,PENDING,2024-12-08 07:29:22
TXN00000164,ACC000993,MER0094,2025-05-20 00:50:48,4.45,USD,DEPOSIT,posted,2025-05-20 00:50:48
TXN00000165,ACC001046,MER0093,2025-03-05 12:14:21,39.25,CAD,TRANSFER,DECLINED,2025-03-05 12:14:21
TXN00000166,ACC001357,MER0007,2024-12-28 09:16:35,30.95,gbp,DEPOSIT,PENDING,2024-12-28 09:16:35
TXN00000167,ACC002650,MER0112,2024-05-30 17:57:36,28.15,CAD,purchase,POSTED,2024-05-30 17:57:36
TXN00000168,ACC002398,MER0031,2024-01-30 14:52:59,181.42,usd,WITHDRAWAL,POSTED,2024-01-30 14:52:59
TXN00000169,ACC003835,MER0033,2024-11-12 21:40:32,550.87,NGN,WITHDRAWAL,POSTED,2024-11-12 21:40:32
TXN00000170,ACC001751,MER0022,2024-12-17 00:17:47,11.96,USD,DEPOSIT,REVERSED,2024-12-17 00:17:47
TXN00000171,ACC002432,MER0102,2025-01-14 22:49:23,31.99,usd,WITHDRAWAL,DECLINED,2025-01-14 22:49:23
TXN00000172,ACC003166,MER0036,2024-06-18 04:40:03,19.35,JPY,DEPOSIT,DECLINED,2024-06-18 04:40:03
TXN00000173,ACC001419,MER0021,2025-01-13 12:22:33,28591.02,CAD,purchase,POSTED,2025-01-13 12:22:33
TXN00000174,ACC002647,MER0134,2024-07-16 12:24:44,12.18,GBP,REFUND,DECLINED,2024-07-16 12:24:44
TXN00000175,ACC000227,MER0081,2025-03-07 01:02:48,14.16,JPY,TRANSFER,DECLINED,2025-03-07 01:02:48
TXN00000176,ACC000035,MER0053,2024-11-04 01:10:30,32.93,gbp,TRANSFER,DECLINED,2024-11-04 01:10:30
TXN00000177,ACC002964,MER0109,2025-06-11 17:18:23,40.88,JPY,REFUND,POSTED,2025-06-11 17:18:23
TXN00000178,ACC000542,MER0019,2024-02-04 16:24:06,8.38,USD,WITHDRAWAL,POSTED,2024-02-04 16:24:06
TXN00000179,ACC001272,MER0001,2024-07-08 06:36:21,18.89,usd,purchase,REVERSED,2024-07-08 06:36:21
TXN00000180,ACC000130,MER0051,2025-05-25 17:19:15,17.43,usd,DEPOSIT,DECLINED,2025-05-25 17:19:15
TXN00000181,ACC001702,MER0061,2025-02-10 04:54:08,60.12,JPY,REFUND,POSTED,2025-02-10 04:54:08
TXN00000182,ACC001559,MER0120,2025-05-18 17:09:19,23.27,JPY,REFUND,PENDING,2025-05-18 17:09:19
TXN00000183,ACC000095,MER0021,2025-05-18 07:53:40,23.68,gbp,DEPOSIT,POSTED,2025-05-18 07:53:40
TXN00000184,ACC001777,MER0144,2024-02-09 02:40:06,103.11,CAD,PURCHASE,REVERSED,2024-02-09 02:40:06
TXN00000185,ACC002168,MER0029,2025-04-16 04:53:24,8.05,usd,REFUND,PENDING,2025-04-16 04:53:24
TXN00000186,ACC002481,MER0102,2025-05-14 02:35:58,12.03,CAD,WITHDRAWAL,DECLINED,2025-05-14 02:35:58
TXN00000187,ACC000968,MER0030,2024-03-30 05:35:13,20.6,JPY,REFUND,DECLINED,2024-03-30 05:35:13
TXN00000188,ACC000437,MER0103,2024-04-19 19:15:38,11.49,NGN,TRANSFER,REVERSED,2024-04-19 19:15:38
TXN00000189,ACC001880,MER0140,2024-06-18 21:57:26,15.23,JPY,TRANSFER,PENDING,2024-06-18 21:57:26
TXN00000190,ACC003800,MER0074,2024-02-06 03:32:10,2.79,NGN,PURCHASE,PENDING,2024-02-06 03:32:10
TXN00000191,ACC001738,MER0056,2024-08-18 18:42:23,59.34,USD,WITHDRAWAL,POSTED,2024-08-18 18:42:23
TXN00000192,ACC001222,MER0027,2024-02-25 15:03:47,20.59,CAD,purchase,PENDING,2024-02-25 15:03:47
TXN00000193,ACC003781,MER0123,2025-02-01 04:25:01,43.14,USD,WITHDRAWAL,DECLINED,2025-02-01 04:25:01
TXN00000194,ACC002092,MER0006,2024-08-31 06:21:15,106.64,GBP,TRANSFER,REVERSED,2024-08-31 06:21:15
TXN00000195,ACC002472,MER0059,2025-03-09 23:31:55,28.55,NGN,DEPOSIT,posted,2025-03-09 23:31:55
TXN00000196,ACC000742,MER0038,2025-06-20 00:18:28,80.12,usd,DEPOSIT,posted,2025-06-20 00:18:28
TXN00000197,ACC001148,MER0068,2025-01-09 19:27:47,14.18,USD,TRANSFER,posted,2025-01-09 19:27:47
TXN00000198,ACC002104,MER0123,2025-03-25 17:31:04,27.07,usd,REFUND,posted,2025-03-25 17:31:04
TXN00000199,ACC003165,MER0103,2024-01-16 20:41:54,2.23,USD,TRANSFER,PENDING,2024-01-16 20:41:54
TXN00000200,ACC002979,MER0065,2025-06-09 22:54:04,67.63,INR,WITHDRAWAL,REVERSED,2025-06-09 22:54:04
TXN00000201,ACC003809,MER0028,2025-04-22 03:23:23,32.35,INR,PURCHASE,POSTED,2025-04-22 03:23:23
TXN00000202,ACC001711,MER0025,2024-08-04 19:54:26,18.96,JPY,REFUND,REVERSED,2024-08-04 19:54:26
TXN00000203,ACC002589,MER0081,2025-05-29 21:31:49,19.1,NGN,purchase,POSTED,2025-05-29 21:31:49
TXN00000204,ACC003913,MER0091,2024-11-12 20:27:09,3.68,INR,purchase,DECLINED,2024-11-12 20:27:09
TXN00000205,ACC001999,MER0130,2024-03-21 06:41:26,13.14,usd,PURCHASE,REVERSED,2024-03-21 06:41:26
TXN00000206,ACC002379,MER0014,2024-06-13 02:09:21,58.75,NGN,REFUND,posted,2024-06-13 02:09:21
TXN00000207,ACC000054,MER0110,2025-06-25 22:03:33,98.83,INR,WITHDRAWAL,posted,2025-06-25 22:03:33
TXN00000208,ACC002831,MER0031,2025-06-14 17:02:05,9.64,GBP,PURCHASE,DECLINED,2025-06-14 17:02:05
TXN00000209,ACC003090,MER0080,2025-04-21 20:18:09,11.43,USD,purchase,DECLINED,2025-04-21 20:18:09
TXN00000210,ACC002114,MER0129,2025-06-06 09:20:27,16.73,GBP,WITHDRAWAL,DECLINED,2025-06-06 09:20:27
TXN00000211,ACC003404,MER0124,2024-07-01 01:54:20,140.03,gbp,DEPOSIT,posted,2024-07-01 01:54:20
TXN00000212,ACC003937,MER0028,2025-04-13 22:50:22,9.14,INR,WITHDRAWAL,POSTED,2025-04-13 22:50:22
TXN00000213,ACC003597,MER0066,2025-04-11 04:31:05,6.38,INR,TRANSFER,posted,2025-04-11 04:31:05
TXN00000214,ACC002852,MER0060,2024-03-23 13:27:28,20.4,gbp,WITHDRAWAL,PENDING,2024-03-23 13:27:28
TXN00000215,ACC001304,MER0081,2024-03-16 20:39:40,63.23,NGN,purchase,POSTED,2024-03-16 20:39:40
TXN00000216,ACC003019,MER0012,2025-04-13 10:44:35,36.08,NGN,DEPOSIT,PENDING,2025-04-13 10:44:35
TXN00000217,ACC002579,MER0009,2024-10-08 10:55:33,32.45,JPY,DEPOSIT,REVERSED,2024-10-08 10:55:33
TXN00000218,ACC002606,MER0049,2025-04-15 04:34:23,49.86,CAD,DEPOSIT,POSTED,2025-04-15 04:34:23
